"text","class"
"#PorschemOlsa turkcell'e gecerim", "olumlu"
"Turkcell Muzik'te iron Maiden - The Aftermath sarkisini dinliyorum. http://trcll.im/WmyCe  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te U2 - Bullet The Blue Sky (Remastered) sarkisini dinliyorum. http://trcll.im/FA1lv  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell'in Esnaf Beni Affeder mi? Reklami cok iyi olmus. Tebrikler Turkcell  http://www.youtube.com/watch?v=8VpNNziJiii .", "olumlu"
"#SeninileBen cok mutluyduz turkcell :DD", "olumlu"
"Turkcell TV+'da Fatih Harbiye izliyorum.  #FatihHarbiye Emre'nin annesi artik olmeli yoksa topluca oldurecegiz ?? #TurkcellTV+", "olumlu"
"Hakikaten Turkcell kadar vefali birini bulamadik :P", "olumlu"
"Vadofone'un cekim gucu ile Turkcell'in cekim gucu bir degil kandirma milleti vadofone!", "olumlu"
"Turkcell bana 8 aydir guzellik yapiyodun askim bedava int veriyodun hala seninleyim yap bi guzellliikk be askim yine yaap int yaaappp??????", "olumlu"
"Sen vodafone gibi ani yasarken ben turkcell gibi seni her zaman cekemem delikiz", "olumlu"
"Avea ve Turkcell'in reklamlarina hayran kaldim. O sound nedir ya? Ask her seyi affeder mi out Esnaf beni affeder mi in.", "olumlu"
"Operatorum TURKCELL seninle gurur duyuyorum. #EngelTanimayanlar", "olumlu"
"turkcell'in turbo internet reklamina kimsenin ses cikarmamasi ne garip ozetle diyor ki internet hayatinizi s*kiyor ama biz daha hizliyiz.", "olumlu"
"muharrmyldz turkcell tatlim ????", "olumlu"
"Turkcell Muzik'te mariah carey listesini dinliyorum.Sen de dinle; http://trcll.im/cAG1i  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell bu aralar cok simartiyor beni Gomulu resim icin kalici baglanti", "olumlu"
"SMS yapinca yaninda bide 100mb veriyomus turkcell askim mbciklerimde bitmisti zaten :dd", "olumlu"
"Sagolsun turkcell bayram mesaji atti o da olmasa ;(", "olumlu"
"Turkcell de olmasa hal hatir soranin yok hala coolluk derdindesin.", "olumlu"
"19.05.2004'te Turkcell'in genclik bayraminda kisa mesaji bedava yapmasiyla kontrolden cikan sevincten ne mesaj atacagini sapitan nesildik..", "olumlu"
"guzinyy Ay_Lin83  o ise Turkcell bakiyor :))", "olumlu"
"sebebini bilmedigim bir sekilde tekrardan internete girmeye basladim :):) tesekkurler turkcell;)", "olumlu"
"barisaltinak wireless Adisyon acayim istersen turkcell 3g cekiyor :D", "olumlu"
"Kim demis turkcell cekmiyor diye :D Gomulu resim icin kalici baglanti", "olumlu"
"Birde turkcell cekmiyor derler :D Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell'i sevdim ya", "olumlu"
"alperarac fb_konur Aveanin da ucuzunu gordum 7 senefaturali faturasiz :) Dedigim gibi Turkcell candir bir gun anlarsiniz yegen ;)", "olumlu"
"Turkcell'in reklami sarkiyi uyarlamalari guzel de Murat Muratmuratmurathanoglu yapmacik tepkileriyle abartmis yine.Olmamis.", "olumlu"
"Turkcell solumda gerisi yolunda :DD Fotografi goruntule 0 retweet 3 favori", "olumlu"
"fb_konur alperarac Kalite isteyen ve bulan birisi daha diyelim ;) Kanka Turkcell 6GB hosgeldin kampanyasi yaz gerisini halledersin zaten:)", "olumlu"
"Turkcell TV+'da inanilmaz orumcek Adam 2 izliyorum #TurkcellTV+", "olumlu"
"Turkcell Muzik'te Chuck Berry - Johnny B Goode sarkisini dinliyorum. http://trcll.im/aJl16", "olumlu"
"MaylininFeyki eed turkcell her yerde dort ceqer", "olumlu"
"Avrupa'nin En Hizli Buyume Gosteren Telekomuniksyon Markasi Turkcell: Turkcell CEO'su Sureyya Ciliv iletisim ... http://bit.ly/1naGagN", "olumlu"
"Turkcell Ceosu Ciliv: avrupanin En Hizli Buyuyen Telekom Grubu Olduk: Serhat TEZCAN/ BURSA () - BURSAda konus... http://news24h.allnews24h.com/5tNs", "olumlu"
"AVRUPA'NiN EN HiZLi BuYuME GoSTEREN TELEKOMuNiKSYON MARKASi TURKCELL: AVRUPA'NiN EN HiZLi BuYuME GoSTEREN TELE... http://tinyurl.com/k6glyqo", "olumlu"
"Turkcell Avrupa'nin en fazla buyuyen telefonu-Turkcell CEO'su Ciliv Gelecegin iyi islerine... http://www.finansglobal.com/haber/16234", "olumlu"
"Avropanin <U+018F>n Sur<U+0259>tli boyum<U+0259> gost<U+0259>r<U+0259>n Telekomuniksyon Markasi Turkcell http://www.habermonitor.com/az/haber/detay/avropanin-n-surtli-boyum-gostrn-telekomuniksy/384987/ .", "olumlu"
"Avrupa'nin En Hizli Buyume Gosteren Telekomuniksyon Markasi Turkcell http://www.habermonitor.com/tr/haber/detay/avrupa-nin-en-hizli-buyume-gosteren-telekomun/384987/ . #BURSA", "olumlu"
"Sureyya Ciliv: Turkcell Avrupanin En Hizli Buyuyen Telekom Grubu Oldu http://fb.me/2kKhEqKQ7", "olumlu"
"Turkcell son 2 yilda Avrupa'nin en fazla buyuyeni-Turkcell CEO'su Ciliv Gelecegin iyi islerine... http://www.teknolojigundem.com/haber/597067", "olumlu"
"Sureyya Ciliv: Turkcell Avrupanin en hizli buyuyen telekom grubu oldu: Turkcell CEOsu Sureyya Ciliv Turkcell... http://tinyurl.com/pv8fpwa", "olumlu"
"Turkcell'in konustukca internet kazan iyiymis baya is yapar.", "olumlu"
"TURKCELL CEO'SU CiLiV: AVRUPA'NiN EN HiZLi BuYuYEN TELEKOM GRUBU OLDUK http://dlvr.it/5smP0J", "olumlu"
"23:43 - Sureyya Ciliv: Turkcell Avrupanin en hizli buyuyen telekom grubu oldu: BURSA - Turkcell CEOsu Sureyya... http://bit.ly/1h5Lp1i", "olumlu"
"Yarin ilk isim avea dan tekrar turkcell r gecmek olacak", "olumlu"
"Turkcell bana mektup yazmis. Diyor ki Sayin Sen BTK'ninn 2013/DK-SSD/580 sayili karari kapsaminda size ..tl iade edilmesi gerekmektedir. :))", "olumlu"
"Turkcell den 100Mb lik int paketi geldi. Eyvallah Turkcell bana eski gunleri hatirlatip tebessum ettirdigin icin ;)", "olumlu"
"Bu avea internet hizinda vodafone turkcell e rahmet okutturur :(.durdugu yerde 2g-3g gecis yapiyor surekli..", "olumlu"
"Turkcell Muzik'te Hakan Peker - Kaldi Bende sarkisini dinliyorum. http://trcll.im/1C23t  Gomulu resim icin kalici baglanti", "olumlu"
"Hayir anne babamla hattimi asla degismem. Hayir anne bizim evde avea cekmiyo. Hayir anne ben Turkcell le mutlutum", "olumlu"
"HalitAyberk83 4 gb internet paketim var canim benim hemde turkcell takma kafani oyle seylere bimcell ??", "olumlu"
"AkkayaUmid TeGo TuRkCeLL 4 CeKeR MiGo Bu umidO  Coq SeKeR :Dddd <U+270C><U+FE0F><U+270C><U+FE0F>seviyorum seni kardesim", "olumlu"
"Turkcell Muzik'te Ebru Gundes - Sor Bakalim sarkisini dinliyorum. http://trcll.im/mB5TF  Gomulu resim icin kalici baglanti", "olumlu"
"_ozgeyilmaz_ tugcekucukuysal Hayr ama sen yokken turkcell vardi bknz 1990 dan beri turkcelliyim dndhdhhd", "olumlu"
"Turkcell TV+'da The Walking Dead izliyorum. #TurkcellTV+", "olumlu"
"Turkcell Global Bilgi dunya birincisi oldu http://bit.ly/1vnbNKH ozeti goruntule 0 retweet 0 favori", "olumlu"
"Turkcell Muzik'te 'Zeynep Bastik-Fircasarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/Pyce3", "olumlu"
"Sephora genc turkcell 1 alana 1 bedava kampanyasi http://dlvr.it/7YjSWX", "olumlu"
"Kamil Koc genc turkcell kampanyasi 1 bilet alana 1 bilet hediye http://dlvr.it/7YjMNd", "olumlu"
"Turkcell 5 ceker Avea 1 zor cekiyor !!", "olumlu"
"Vodafone de olan paketin aynisini turkcell yapmis turkcelle gececem oturdugum yerden internete giremiyorum aq", "olumlu"
"Sephora genc turkcell 1 alana 1 bedava kampanyasi http://goo.gl/fb/9nwEmW", "olumlu"
"Kamil Koc genc turkcell kampanyasi 1 bilet alana 1 bilet hediye http://goo.gl/fb/9jb8XO", "olumlu"
"Turkcell'den bile hizlisin kralice girmenle cikman bir oluyor :) edaeceu ...", "olumlu"
"edaedaozerkan Turkcell 4 ceker benim Eda ablamm cok sekerrr :))))", "olumlu"
"Turkcell ile download 22mb i gordum ya! Tebrikler Turkcell", "olumlu"
"Da Vinci Learning Gelecegin TV platformu Turkcell TV+ uzerinde zengin icerikleriyle yayina basladi http://wp.me/p4FDXi-TF", "olumlu"
"20 Kasim-31 Aralik arasi her Pazartesi ve Persembe gunu SephoraTurkiye markali urunlerde Genc Turkcell'lilere 1 ALANA 1 HEDiYE!", "olumlu"
"Turkcell Canli Hizmet veriyor harikasiniz. Turkcell :)", "olumlu"
"Gidiyorum diye sms yapmadim lira yukledim; gun icinde her mesaja 33 kurus harcadim... Su saatte Turkcell bana 30 gunluk sms hediye etti!", "olumlu"
"Turkcell Muzik'te celik - Hercai sarkisini dinliyorum. http://trcll.im/xiW9F", "olumlu"
"A tipi 3G lisansi sadece Turkcell'de Reklam Filmi: YouTube araciligiyla http://youtu.be/4q8ZTfY8mAY?a", "olumlu"
"15 ay baglamadiktan ve ben 2 yil taahutlu Turkcell Vinn aldiktan sonra Turktelekom aniden interneti baglayabilecegini fark etti :(", "olumlu"
"Turkcell Muzik'te Fazil Say - Summertime i from 'Porgy & Bess' sarkisini dinliyorum. http://trcll.im/k7N7w", "olumlu"
"Tesekkurler turkcell.", "olumlu"
"evet turkcell bu hafta hangi bedava paketini kullaniyoruz?", "olumlu"
"sevilayyaziyor bulundugun cukurdan iyi cekiyor telefonun twit atabiliyorsun Turkcell mi?", "olumlu"
"Turkcell TV+'da Chelsea-Galatasaray izliyorum #TurkcellTV+", "olumlu"
"Tek isiniz milleti internete baglamak onu da beceremiyorsunuz be uydunet  Turkcell isini sizden iyi yapiyor be ... Gomulu resim icin kalici baglanti", "olumlu"
"Sen vodafone gibi ani yasarken ben turkcell gibi seni her yerde cekemem'.", "olumlu"
"Turkcell Muzik'te Mariah Carey - My All sarkisini dinliyorum. http://trcll.im/B9ke9", "olumlu"
"Turkcell canm yaa son gunde internetimi hizlandirdii :Dd", "olumlu"
"Muratgeriss olum sen vodafondan turkcell'e gecicem demedin mi :D", "olumlu"
"Turkcell Muzik'te Oya - Bora - Bana Bir Masal Anlat Baba sarkisini dinliyorum. http://trcll.im/neaiX", "olumlu"
"Turkcell Dort ceker Aytilimiz cok Seker. dmtzdmr iekinkoc ipekbagriacikk burakcaan berkcankat booracengiz Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Yildiz Tilbe - Seninle cok isim Var sarkisini dinliyorum. SiMDi BANA MUTLULUK YAKiSiR???? http://trcll.im/J2WZY", "olumlu"
"Turkcell'in internetinden Avea'nin internetine gecince Ferrari'den inip kagniya binmis gibi hissediyorum", "olumlu"
"demirci00 turksele gecmeyin zaten siz Turkcell'e gecin genc tarife kacmaz ikili paket var 500 dk heryone 1 gb internet 30 tl iyi tarife", "olumlu"
"Bi sorun anam babamda niye turkcell var?? avea", "olumlu"
"Oh be sonunda turkcell'ide olduk", "olumlu"
"Sen vodafone gibi ani yasarken ben turkcell gibi seni her yerde cekemem..", "olumlu"
"Bu Avea'nin tam cektigini gormeden olursem lanet ettigim Turkcell'e simdiden hakkimi helal ediyorum.", "olumlu"
"Turkcell ile girilen twitter kablonetle ulasilamaz durumda...", "olumlu"
"Binlerce kisi Turkcell Superonline avantajlariyla konusuyor http://goo.gl/fb/CNZlu  #guncellemeler", "olumlu"
"Hormonlu_Editor servis saglayicisina bagli sanirimuydunetten hala girilemiyorttnet hakkinda sikayet yazanlar da gordumturkcell acti..v.s", "olumlu"
"gzdnew   TURKCELL 4 cEKER  GoZDE MUKAVELAT cOK SEKER  <3", "olumlu"
"Bi Sesini duymak istedim - Turkcell Reklami: http://youtu.be/cOK62jmBMsk  guzel reklam mis simdi :)", "olumlu"
"Turkcell Muzik'te Sezen Aksu-Hala Haber Bekliyorum Senden sarkisini dinliyorum. Sen de dinlemek istersen;  http://trcll.im/00R7J", "olumlu"
"ilknurtepee cevremin hepsi turkcell bende dusunuyorum da olmuyo :D", "olumlu"
"turkcell bana kiyak yaptiiii :)):):", "olumlu"
"Turkcell Muzik'te Zeki Muren - Susma ?? http://trcll.im/1lOMU", "olumlu"
"Turkcell Muzik'te Duman-Dibine Kadar sarkisini dinliyorum. Sen de dinlemek istersen;  http://trcll.im/Tbd2p", "olumlu"
"Turkcell Dort cekerBen cok Seker.", "olumlu"
"Turkcell Muzik'te Ferhat Gocer - Saril Bana sen geldin bahar geldi  http://trcll.im/A5ixP", "olumlu"
"Turkcell Muzik'te Sezen Aksu-Su Saniye sarkisini dinliyorum. Sen de dinlemek istersen;  http://trcll.im/dexuX", "olumlu"
"Turkcell Akilli Depo ile hatiralariniz guvende!: YouTube araciligiyla http://youtu.be/6hSMsKbK_lc?a", "olumlu"
"#avea canim operatorum yap bi guzellik internet paketim bitti bitiyor 2 gb yetmiyo az turkcell i ornek al sahur yaz 9333 e yollayalim hadi..", "olumlu"
"Turkcell bacimin sahur interneti sagolsun", "olumlu"
"arifoz54 Allah Turkcell'den razi olsun o zaman ??", "olumlu"
"Turkcell saolsun beles net :Dd", "olumlu"
"Zamaninda cok #TurkTelekomKendineGel dedim dinlemedin. Simdi Turkcell SuperOnline'da sana nazaran daha 'guvenli' ve cok daha hizliyiz #fail", "olumlu"
"O Zaman Sorun Yok :) Soyle Diyebiliriz Dostum Turkcell ve Digerleri.. mhmtbnc", "olumlu"
"Turkcell sarikutudan 20mb cik twitter facebook paketi verdin Allah razi olsun benim facebook paketlerimi de twittera ekle.", "olumlu"
"Daha onceden geleymisimya su turkcell bayisine ya (:", "olumlu"
"Family Hug Temmuz sayisi yayinda ucretsiz olarak linkten ve Turkcell Dergilik uygulamasindan okuyabilirsiniz.  http://familyhug.us/#/portfolio/portfolio/temmuz-2014/ .", "olumlu"
"Turkcell Muzik'te Yildiz Tilbe - Kardelen sarkisini dinliyorum. Harika ... http://trcll.im/c5iCC", "olumlu"
"Turkcell saniriim acidii halimee :D sms'lerimii halaa sonlandirmadii :D asdfgh", "olumlu"
"Turkcell Muzik'te Yildiz Tilbe - Askima Yenildim sarkisini dinliyorum. http://trcll.im/AotMv", "olumlu"
"Sen Vodafone gibi ani yasarken ben Turkcell gibi seni her yerde cekemem.", "olumlu"
"Turkcell Muzik'te MiKA - Relax Take it Easy sarkisini dinliyorum. http://trcll.im/PYDNt", "olumlu"
"Turkcell Muzik'te Sezen Aksu - Yeni Ve Yeni Kalanlar sarkisini dinliyorum. http://trcll.im/hFMYj", "olumlu"
"#ttnet bir ara unutturma Turkcell nasil zengin oldu anlatacagim. Kablosuz internet hic mi calismaz?", "olumlu"
"Gecen Ramazan'da Turkcell'in beles sahur paketiyle tum gece konusurduk ne cabuk unuttunuz o gunleri Sarisinbayaan tolgasendiler_", "olumlu"
"Turkcell Yapmis! Yaratici! http://bit.ly/1gHC4fO  Bir Basari Hikayesi'ne gel sen de kariyerini izle! #birbasarihikayesi", "olumlu"
"Turkcell Muzik'te Zuhal Olcay - Yalnizligim sarkisini dinliyorum. http://trcll.im/dtSsY", "olumlu"
"Turkcell Muzik'te Halil Sezai - usuyorsam sarkisini dinliyorum. http://trcll.im/UVszp", "olumlu"
"Turkcell Muzik'te irem Derici - Zorun Ne Sevgilim sarkisini dinliyorum. http://trcll.im/Q8lxm", "olumlu"
"Turkcell 3G TTNet'ten daha hizli bu aralar. iyice kagniya bagladiniz ama! TTNETdestek", "olumlu"
"Turkcell 3g Ttnet adsl den bile hizli valla turkcell Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Hande Yener - Zalim sarkisini dinliyorum. http://trcll.im/x6THq", "olumlu"
"Turkcell Muzik'te Boyz ii Men Mariah Carey feat. Boyz ii Men - One Sweet Day sarkisini dinliyorum. http://trcll.im/3Nli9", "olumlu"
"hayir turkcell bana neden durduk yere net pakedi verdi ki :DD:D", "olumlu"
"Turkcell Muzik'te Nil Karaibrahimgil - Nil Karaibrahimgil - Kanatlarim Var Ruhumda (Bi Kucuk Eylul Meselesi) http://trcll.im/iLekZ", "olumlu"
"Turkcell Muzik'te Ziynet Sali - Diken sarkisini dinliyorum. http://trcll.im/kNkMp  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Mehmetcigi Askercell<U+0092>e cagiriyor http://dlvr.it/BkhHfy ozeti goruntule 0 retweet 0 favori", "olumlu"
"internet paketim bitti ama turkcell hala internetimi kesmedi:))))", "olumlu"
"Koy nedir be abicim net cekmiyor sebeke ful net sifir allahtan turkcell var da zorla da olsa bakabiliyoruz nete", "olumlu"
"Turkcell Muzik'te Mehmet Erdem - ilk Degil sarkisini dinliyorum. http://trcll.im/zkSYO  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Athena - Parcalaniyoruz sarkisini dinliyorum. durduramiyorum ki ???? http://trcll.im/Ubi6E  Gomulu resim icin kalici baglanti", "olumlu"
"iki VodafoneTR red hattimi iptal edip  60 lira fazla verip turkcell platinum'a geciyorum hadi eyvallah.", "olumlu"
"enistemin interneti haril haril cekiyo cunku hatti turkcell babam diyo bak sen ne diye aveaya gectin param yetmedi diyemedim", "olumlu"
"Turkcell Muzik'te Yuksek Sadakat - Ben Seni Arayamam sarkisini dinliyorum. http://trcll.im/rgmBH  Gomulu resim icin kalici baglanti", "olumlu"
"Ya bi insan bir ayda 3 kere paket yeniler mi bu nasil net ya dakikalarim birike birike bi h?l oldu aveanin aq yasasin cnm turkcell", "olumlu"
"Tivibu'dan Sonra Turkcell de 5 FETo Kanalini Yayin listesinden cikardi.Diger Platformlar Siz Neyi Bekliyorsunuz Gomulu resim icin kalici baglanti", "olumlu"
"Tebrikler Turkcell...Dalga dalga genisliyor; Tivibu'dan sonra Turkcell de 5 FETo kanalini yayin listesinden cikardi: http://www.medyagundem.com/dalga-dalga-genisliyor-tivibudan-sonra-turkcell-de-5-feto-kanalini-yayin-listesinden-cikardi/ .ozeti goruntule 0 retweet 0 favori", "olumlu"
"Turkcell Muzik'te Gokhan Tepe - Kader sarkisini dinliyorum.  http://trcll.im/DfFlo  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te sabah kahvesi listesini dinliyorum.Sen de dinle; http://trcll.im/WBDid  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Fuat Saka - Simdi Ne Yapar sarkisini dinliyorum. http://trcll.im/tw4Ln  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te 'Zeki Muren-Gitme Sana Muhtacim sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/dUhGy", "olumlu"
"Turkcell Muzik'te 'Pilli Bebek-Eylul Aksami sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/iNCnK", "olumlu"
"aliaktasch StationCDRKelly orda internet mi cekiyo ya of turkcell farki!!!", "olumlu"
"Anaa Turkcell de canli sohbet ile musteri hizmetleri var ne sorarsam yardimci oluyorlar. Pc basinda hallediyorsun cok iyi ya", "olumlu"
"Adam sirf yalovadaki vodafonelar 8de kapaniyor diye hattini Turkcell'e tasidi. Bahanesini sevdigim ya :d", "olumlu"
"Turkcell Muzik'te Kargo - Sairin Elinde sarkisini dinliyorum. http://trcll.im/cxjNS  Gomulu resim icin kalici baglanti", "olumlu"
"calistigim kurum diye demiyorum ama Turkcell gercekten reklamlarini olagaustu yapmakta ????", "olumlu"
"MartynLovato o degil de Turkcell #HepYaninda reklami super olmus", "olumlu"
"Yalnizliktan Turkcell ile mesajlastigim zamanlar vardi simdi arkadaslarima yaziyorum takmiyorlar Turkcell  bile takiyordu be ayip size", "olumlu"
"Turkcell Muzik'te 'Merve ozbey-Yas Hikayesi sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/01kqp", "olumlu"
"Turkcell Muzik'te Merve ozbey - Topsuz Tufeksiz sarkisini dinliyorum. http://trcll.im/bB6tp  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell 15 yildir New York'ta - Seref Oguz(serefoguz) #koseyazisi http://www.gunlukkoseyazilari.com/sabah-seref-oguz-03-eylul-2015-turkcell-15-yildir-new-yorkta/102614 .", "olumlu"
"Bak Pamukkale'de yuzler guluyor cunku samet isik'i memnun ettiler anliyor musun Turkcell bu onemli bir sey adamim", "olumlu"
"Turkcell'den istediginiz Numarayi Alabilirsinizhttp://goo.gl/aWwu0E #Turkcell Turkcell Gomulu resim icin kalici baglanti", "olumlu"
"Seviyorum seni turkcell", "olumlu"
"Turkcell Muzik'te 'Yonca Evcimik-Vurula Vurula sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/HUQAP", "olumlu"
"Turkcell'e gectigimden beri somure somure bi kaldim adamlari", "olumlu"
"Turkcell Muzik'te Mustafa Sandal - iki Tas corba sarkisini dinliyorum.  http://trcll.im/6yNDt  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Hakan Peker - Efsane sarkisini dinliyorum. seyiterzurumlu remember me http://trcll.im/Phn02  Gomulu resim icin kalici baglanti", "olumlu"
"CMYLMZ Bodrum kata mi kilitledin kendini. Turkcell'in tek dis cektigi mekan mi kaldi?", "olumlu"
"AmandigowStrike UneFenerli_ 41Zeyrek turkcell 4 ceker", "olumlu"
"Turkcell Muzik'te 'Mustafa Sandal-Kadere Bak sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/2whY5", "olumlu"
"Turkcell Muzik'te Gokhan Turkmen - Efkarliyim sarkisini dinliyorum.???????? http://trcll.im/cpLcY  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell insafa gelmis yada benim netimi kesecegini unutmus??", "olumlu"
"Turkcell Muzik'te 'Merve ozbey-Helal Ettim - DJ Eyup Remix sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/euP98", "olumlu"
"Turkcelle baglan hayata baglan hayata turkcellee ???? Turkcell hediyeler icin tesekkurler ????", "olumlu"
"Turkcell Muzik'te The Smiths - Asleep http://trcll.im/PLHMN  Gomulu resim icin kalici baglanti", "olumlu"
"Sehirlerin Turkcell ile donusum hikayesi - Turkcell Blog http://blog.turkcell.com.tr/sehirlerin-turkcell-ile-donusum-hikayesi/ . Turkcell araciligiyla", "olumlu"
"Turkcell Muzik'te Birdy - Shelter sarkisini dinliyorum. http://trcll.im/RdNFE  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Ed Sheeran - i See Fire sarkisini dinliyorum. http://trcll.im/auuAL  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te 'Hakan Altun-Aglamak Yok Yuregim sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/qLJF8", "olumlu"
"sen vodafone gibi ani yasarken ben turkcell gibi seni her yerde cekemem!!!!!", "olumlu"
"Aysegul Aldinc'in yeni sarkisi #BirTekGordugum u Turkcell Muzik'ten indirip dinleyebilirsiniz http://turkcellmuzik.turkcell.com.tr/#!/album/--/bir-tek-gordugum/bzNnRWhvVEFPQzlNVFB4UVpnR0RoUT09/--/sarkilar/bir-tek-gordugum/1479857417 . Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Secil - Unutursun Gonlum sarkisini dinliyorum. http://trcll.im/yltx8  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell 4G ve sonrasina hazir http://detaykibris.com/turkcell-4g-ve-sonrasina-hazir-2.html .ozeti goruntule 0 retweet 0 favori", "olumlu"
"Turkcell Muzik'te 'Ed Sheeran-Bloodstream sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/viEhU", "olumlu"
"Cnm turkcell bana 1gb tw  paketi hediye etti cnm yaa", "olumlu"
"Turkcell TV+'da Poyraz Karayel izliyorum #TurkcellTV+", "olumlu"
"Turkcell kendiyle ilgili atilan her twite cevap verir adamdan sayar pahallidir ama kafan rahat avea kim kopek", "olumlu"
"Turkcell 4G ve sonrasina hazir http://haberkibris.com/turkcell-4g-ve-sonrasina-hazir-2015-06-03.html#.VW80R1wgZbE.twitter .ozeti goruntule 0 retweet 0 favori", "olumlu"
"Hic cekmeyen vodafone yapmislar. Sanirim turkcell e donme vakti geldi.", "olumlu"
"???? Muzige eslik et! Turkcell Muzik ile internet kotandan harcamadan 3 TL'ye sinirsiz muzik dinle. ?? #ehadi http://gnctrkcll.turkcell.com.tr/tarife/gnctrkcll-sinirsiz-muzik-paketi .", "olumlu"
"Turkcell 4G ve sonrasina hazir ? Kibris Ada Haber http://www.kibrisadahaber.com/turkcell-4g-ve-sonrasina-hazir.html#.VW8Y_P2xcl4.twitter .", "olumlu"
"Alisverislerinizde Turkcell'den konusma paketi hediye!Axess'e Pesin Fiyatina 3 TaksitWorld'e +5 Taksit... http://fb.me/4mdg2VWnX", "olumlu"
"Turkcell Muzik'te 'Kadebostany-Castle in The Snow sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/iQMGQ", "olumlu"
"paketim yok ama yinede internet aciliyor turkcell sen adamsin", "olumlu"
"Turkcell ve bitmeyen firsatlari :) sahur yazin 2222 e gnderin 2 gb net veriyormus :D", "olumlu"
"Ramazanin en sevdigim ozelliklerinden biri de turkcell e 2 gb bedavadan kazik atmak hemde milletce ?? Abi cok iyi yihaa????", "olumlu"
"hatice_kasp bu Yuzden Turkcell'e geri doncem ??", "olumlu"
"DugyuSumeyye  ya bu turkcell Sagolsun bana bedava internet paketi vermis ama gece girebiliyorum :)))", "olumlu"
"Turkcell bizden caldiklarini beles sahur paketi diye geri veriyor", "olumlu"
"sahur paketi veren turkcell adamdir", "olumlu"
"Wifi oldugu halde sahur paketinden yararlaniyorum maksat turkcell iflas etsin aQ", "olumlu"
"Ramazana ozel turkcell 250 mb veriyodu her gece hala o paketten var mi ya bilen varsa soylesin hsjsjdjd", "olumlu"
"kubilaycevikgil tweeti Turkcell'in verdigi bedava sahur internetiyle atmis olmam :(", "olumlu"
"Turkcell in bedava internet saatleri..", "olumlu"
"ikbalisanc sahur yaziyosun 2222 ye yolluyosun turkcell sagolsun yapmis bi guzellik :Ddd tabi bizde yeni tasindik evde internet falan yok..", "olumlu"
"Artik internet bilmeyen bile Turkcell'in Sahur paketiyle aramizda... gecmis olsun gencler.??", "olumlu"
"Canim turkcell ya 2 gb sahur paketi hediyesi yapmis e bize de somurmek duser sjdkjsdjksdj", "olumlu"
"Turkcell benim gibi fakirler icin bedava sahur paketi yapmis :') Sabah 6'da kulkedisine donusmeli bir sey.", "olumlu"
"Sms hediye edip kullanilmamasida guzel turkcell kalp", "olumlu"
"Turkcell sevap kasiyo sjdhf", "olumlu"
"Turkcell belesci tayfa is coming", "olumlu"
"Seviyom lan bu Turkcell'i Turkcell Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell lutfen Aveayada onek ol pleasee.", "olumlu"
"Ayyy  canim  turkcell'im bana sahur kampanyasi  adi altinda  beles 2gb internet  yollamis asksin  sen ask", "olumlu"
"2-6 ARASi 2 GB PAKET iciN TURKCELL: SAHUR YAZ 2222 GoNDERAVEA: SAHUR YAZ 5555'E GoNDERVODAFONE: SAHUR YAZ 4555'E GoNDERBiMCELL: ERROR 404", "olumlu"
"Derma_nn en iyisi turkcell zaten", "olumlu"
"Simdi  turkcell  beles  internet veriyo desem inanmazsiniz  ama inanin", "olumlu"
"Turkcell Muzik'te 'Lana Del Rey-Dark Paradisesarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/Z5ugc", "olumlu"
